毛利率,净利率,净资产收益率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
65.52,6.35,5.08,39.58,183,55,47,16.81,939.7,-208,-13,1.66
